property_type,sector,price,bedRoom,bathroom,agePossession,built_up_area,servant room,furnishing_type,luxury_category
0,sector 3 phase 2,0.4,3.0,2.0,new,1000.0,0.0,0.0,0
0,sohna road,0.3,2.0,2.0,new,605.0,0.0,0.0,1
1,sector 4,0.55,3.0,3.0,new,1350.0,0.0,0.0,0
0,sector 79,2.69,3.0,4.0,new,2152.0,1.0,0.0,0
1,sector 70a,4.7,4.0,4.0,new,2610.0,0.0,0.0,0
0,sector 61,1.65,2.0,2.0,under construction,1333.0,0.0,0.0,0
0,sector 84,2.28,4.0,4.0,new,2998.0,1.0,0.0,1
0,sector 15,0.43,2.0,2.0,new,856.0,0.0,1.0,0
0,sohna road,0.91,2.0,2.0,new,1222.0,0.0,0.0,1
0,sector 89,0.88,2.0,2.0,new,1228.0,0.0,0.0,0
0,sector 69,1.32,3.0,3.0,new,1419.0,0.0,1.0,1
0,sector 65,2.9,4.0,4.0,new,1975.0,1.0,1.0,2
0,sector 108,1.7,3.0,4.0,new,1500.29,1.0,0.0,1
0,sector 89,0.85,2.0,2.0,under construction,1226.0,0.0,0.0,0
0,sector 84,1.05,3.0,3.0,new,1610.0,0.0,0.0,1
0,sector 51,1.7,3.0,4.0,old,1773.0,0.0,0.0,1
0,sector 113,1.32,2.0,2.0,new,1199.0,0.0,0.0,0
0,sector 65,3.0,3.0,3.0,under construction,1667.0,0.0,0.0,1
0,sector 102,1.77,3.0,3.0,new,1653.0,0.0,0.0,2
0,sector 82,1.28,3.0,3.0,new,1800.0,0.0,1.0,2
0,sector 113,2.37,4.0,4.0,under construction,2060.0,0.0,0.0,1
0,sector 31,5.5,4.0,5.0,new,2663.0,1.0,0.0,1
0,sector 65,6.15,3.0,5.0,new,4271.0,1.0,2.0,0
0,sector 89,0.95,2.0,2.0,new,1226.0,1.0,0.0,0
0,sector 106,1.25,3.0,4.0,new,1305.0,1.0,0.0,2
1,sector 46,3.5,4.0,4.0,new,1620.0,0.0,1.0,0
0,sector 33,3.3,3.0,3.0,under construction,2667.0,1.0,0.0,1
0,sector 59,4.02,3.0,3.0,under construction,2550.0,0.0,0.0,0
0,sector 37d,1.79,4.0,3.0,new,1808.0,0.0,1.0,0
0,sector 50,3.0,3.0,3.0,old,2357.0,1.0,1.0,1
0,sector 84,1.5,3.0,3.0,new,1849.0,1.0,0.0,1
0,sector 108,3.95,3.0,4.0,new,2343.0,1.0,0.0,0
0,sector 37c,1.4,4.0,5.0,new,2343.0,1.0,0.0,0
0,sector 28,1.91,2.0,2.0,new,1278.0,0.0,2.0,1
0,sector 33,1.2,2.0,2.0,under construction,85.0,0.0,0.0,1
0,sector 70a,2.3,3.0,3.0,new,1946.0,0.0,1.0,1
0,sector 108,1.2,3.0,2.0,new,1550.0,1.0,1.0,2
0,sector 107,0.5,3.0,2.0,new,717.0,0.0,0.0,0
0,sector 104,1.2,3.0,2.0,new,1607.0,0.0,1.0,1
0,sector 107,0.9,2.0,2.0,new,1236.0,0.0,1.0,0
0,sector 113,2.78,3.0,3.0,new,2599.0,1.0,0.0,2
0,sector 92,0.99,3.0,2.0,new,1661.0,0.0,0.0,0
0,sector 102,1.35,2.0,2.0,new,1230.0,0.0,0.0,1
0,sector 103,2.45,4.0,6.0,new,2602.0,1.0,0.0,0
1,sector 43,5.3,3.0,9.0,old,1935.0,1.0,1.0,1
0,sector 84,0.73,2.0,2.0,new,1026.0,0.0,0.0,2
0,sector 69,1.68,3.0,3.0,new,1510.0,0.0,0.0,2
1,sector 57,3.15,5.0,4.0,old,1548.0,0.0,1.0,1
0,sector 85,1.05,2.0,2.0,new,1484.0,0.0,0.0,0
0,sector 37d,1.1,3.0,3.0,under construction,1500.0,0.0,0.0,0
0,sector 74,1.55,2.0,2.0,new,1300.0,0.0,0.0,1
0,sector 90,0.85,3.0,4.0,new,1679.0,1.0,0.0,1
0,sector 66,3.5,3.0,3.0,old,2125.0,1.0,1.0,1
1,sector 15,1.8,4.0,3.0,old,1800.0,0.0,0.0,0
0,sector 83,1.05,3.0,3.0,new,1588.0,1.0,1.0,2
1,sector 4,0.47,2.0,1.0,old,624.0,0.0,0.0,0
0,sector 69,1.43,3.0,3.0,new,1305.0,0.0,0.0,1
0,sector 68,1.1,2.0,2.0,new,1150.0,0.0,1.0,1
0,sector 33,1.3,3.0,2.0,new,1409.0,0.0,0.0,0
0,sohna road,0.73,2.0,2.0,new,978.0,0.0,0.0,0
0,sector 81,0.38,1.0,1.0,new,444.0,0.0,0.0,0
1,sector 28,5.5,4.0,3.0,old,1800.0,0.0,1.0,0
0,sector 111,2.65,3.0,4.0,new,2005.0,1.0,0.0,1
0,sector 65,3.2,4.0,3.0,new,3150.0,1.0,0.0,0
1,sector 26,16.0,5.0,6.0,old,4500.0,0.0,0.0,0
0,sector 70,2.0,4.0,5.0,old,2169.0,1.0,1.0,2
0,sector 70,5.0,6.0,7.0,new,5333.0,1.0,0.0,1
0,gwal pahari,1.38,3.0,3.0,new,1294.0,0.0,1.0,2
0,sector 79,0.36,2.0,2.0,new,546.0,0.0,0.0,1
0,sohna road,0.26,2.0,2.0,new,535.0,0.0,0.0,1
0,sector 90,1.8,4.0,4.0,old,2005.0,0.0,0.0,0
0,gwal pahari,1.38,2.0,2.0,under construction,1130.0,0.0,0.0,1
0,sohna road,0.56,2.0,2.0,new,913.0,0.0,0.0,1
0,sector 92,1.3,4.0,4.0,new,2040.0,0.0,0.0,0
0,sector 37d,1.45,3.0,3.0,new,1711.0,0.0,0.0,1
0,sector 69,3.25,4.0,5.0,new,2910.0,0.0,0.0,0
0,sector 95,0.56,2.0,2.0,new,1364.0,0.0,0.0,0
1,sector 2,3.0,6.0,4.0,old,1557.0,0.0,1.0,0
0,sector 108,3.0,4.0,5.0,new,2204.25,1.0,2.0,1
0,sector 50,3.1,3.0,4.0,old,2450.0,1.0,1.0,2
0,sector 49,2.7,3.0,4.0,old,2159.0,0.0,0.0,0
0,sector 92,0.79,3.0,2.0,new,1175.0,0.0,0.0,0
0,sector 81,2.25,3.0,4.0,new,2090.0,1.0,2.0,2
0,sector 81,0.89,2.0,2.0,under construction,1194.0,0.0,0.0,0
1,sector 109,9.5,7.0,6.0,new,3600.0,1.0,0.0,1
0,sector 37d,1.55,3.0,3.0,new,1639.0,0.0,0.0,1
0,sector 90,1.75,4.0,4.0,new,2005.0,0.0,0.0,0
0,sector 28,1.35,2.0,2.0,old,1120.0,0.0,0.0,1
0,sector 108,1.25,3.0,2.0,new,1991.0,0.0,1.0,1
1,sector 10a,4.25,4.0,3.0,old,2367.0,0.0,0.0,0
0,sector 67,4.5,4.0,4.0,new,2854.0,1.0,1.0,2
0,sector 92,1.83,4.0,3.0,new,2104.0,1.0,0.0,1
1,sector 57,3.75,3.0,4.0,old,1620.0,1.0,1.0,0
0,sector 99a,0.32,2.0,2.0,new,502.0,0.0,0.0,1
0,sector 78,0.9,3.0,3.0,old,1900.0,1.0,0.0,1
0,sector 86,1.6,3.0,3.0,new,1746.0,0.0,0.0,1
0,sector 85,1.14,2.0,2.0,new,1484.0,0.0,0.0,1
0,sector 85,1.49,4.0,5.0,new,2017.0,1.0,1.0,1
1,sector 25,13.5,9.0,9.0,new,7000.0,0.0,0.0,0
0,sector 99,1.9,4.0,4.0,new,2835.0,0.0,0.0,1
0,sector 86,1.35,3.0,3.0,new,1746.0,0.0,0.0,1
0,sector 63,7.52,4.0,4.0,new,3956.0,0.0,0.0,1
0,sector 49,1.85,3.0,3.0,old,1471.12,0.0,0.0,2
1,sector 4,0.75,2.0,4.0,old,640.0,0.0,0.0,0
0,sector 107,0.5,3.0,2.0,new,717.0,0.0,0.0,0
1,sector 46,5.65,8.0,6.0,old,2367.0,1.0,1.0,1
0,sohna road,0.65,2.0,2.0,new,1043.0,0.0,0.0,1
0,sector 82a,2.2,3.0,3.0,new,1893.0,1.0,2.0,2
0,sector 65,5.0,3.0,3.0,new,3245.0,1.0,1.0,2
1,sector 37,8.48,4.0,6.0,new,3600.0,1.0,0.0,2
0,sector 77,1.09,3.0,4.0,new,1833.0,1.0,1.0,2
0,sector 56,0.58,1.0,1.0,old,672.0,0.0,0.0,1
0,sector 99a,1.3,3.0,3.0,new,1997.0,0.0,0.0,0
0,sector 82,0.89,2.0,2.0,new,1202.0,0.0,1.0,1
0,sector 71,0.65,2.0,2.0,new,590.0,0.0,1.0,0
0,sector 83,1.25,3.0,3.0,old,1700.0,1.0,0.0,1
0,sector 84,0.35,2.0,2.0,new,528.0,0.0,0.0,0
0,sector 82a,3.85,5.0,6.0,new,5711.0,1.0,0.0,1
0,sector 58,4.0,3.0,4.0,old,2164.0,1.0,1.0,0
0,sector 90,0.65,2.0,2.0,new,1222.0,0.0,0.0,2
1,sector 103,3.15,4.0,5.0,new,4700.0,0.0,0.0,1
1,sector 26,8.1,5.0,5.0,old,2295.0,0.0,0.0,0
1,sector 26,18.0,6.0,6.0,old,4518.0,1.0,1.0,0
0,sector 66,2.4,3.0,2.0,new,1700.0,1.0,1.0,2
0,sector 72,1.9,3.0,3.0,new,1975.0,0.0,0.0,0
0,sector 92,0.45,3.0,3.0,new,833.0,0.0,0.0,0
0,sector 54,5.7,3.0,3.0,old,1382.0,0.0,0.0,0
0,sector 109,1.75,3.0,3.0,new,1466.0,0.0,0.0,0
1,sector 48,7.25,3.0,4.0,old,2592.0,1.0,1.0,1
0,sector 108,1.9,2.0,2.0,new,1250.0,0.0,0.0,1
0,sector 102,1.52,3.0,3.0,new,1315.0,1.0,1.0,1
0,sector 79,0.9,2.0,2.0,new,1450.0,0.0,0.0,1
0,sector 69,0.6,2.0,1.0,new,584.0,0.0,0.0,0
0,sector 81,2.26,3.0,4.0,new,1900.0,1.0,2.0,2
1,sector 105,0.7,3.0,2.0,old,1200.0,0.0,0.0,0
0,sector 107,1.29,3.0,3.0,new,1690.0,0.0,1.0,2
1,sector 57,8.31,5.0,6.0,old,3438.0,1.0,0.0,0
0,sector 102,1.95,3.0,3.0,new,1676.0,0.0,0.0,1
0,sector 36,0.82,3.0,2.0,new,1201.0,0.0,0.0,0
0,sector 33,1.4,3.0,2.0,new,113.0,0.0,0.0,1
0,sector 81,2.25,3.0,3.0,new,1929.0,1.0,2.0,2
0,sector 61,1.47,2.0,2.0,new,1278.0,0.0,0.0,1
0,sector 112,2.5,2.0,2.0,new,1939.03,0.0,1.0,2
0,sector 102,1.85,3.0,3.0,new,2250.0,1.0,1.0,1
0,sector 76,3.35,3.0,4.0,under construction,2111.0,1.0,2.0,2
1,sector 24,3.25,4.0,4.0,old,1070.0,0.0,0.0,0
0,sector 65,4.7,3.0,3.0,new,2380.0,1.0,1.0,0
0,sector 88a,0.45,2.0,2.0,new,695.0,0.0,0.0,0
0,sector 67,2.65,3.0,3.0,new,2047.0,0.0,1.0,2
0,sector 95,0.92,3.0,3.0,new,1750.0,0.0,0.0,0
0,sector 80,1.6,3.0,3.0,old,2047.0,1.0,0.0,1
1,sector 108,1.34,1.0,1.0,new,2680.0,0.0,0.0,0
0,sector 85,1.1,2.0,2.0,new,1600.0,0.0,0.0,2
0,sector 79,1.93,3.0,4.0,new,2047.0,1.0,0.0,2
0,sector 104,1.8,2.0,3.0,new,1538.0,1.0,0.0,0
0,sector 33,1.75,3.0,3.0,under construction,1996.0,0.0,0.0,1
0,sector 107,0.36,2.0,2.0,new,496.0,0.0,0.0,0
0,sector 77,1.08,3.0,4.0,new,1810.0,1.0,1.0,2
1,sector 12,0.35,2.0,1.0,old,360.0,0.0,0.0,0
0,sector 89,1.2,3.0,3.0,under construction,1064.0,0.0,0.0,1
0,sector 85,1.1,2.0,2.0,new,1464.0,0.0,0.0,1
0,sector 69,1.76,4.0,4.0,new,1819.0,0.0,0.0,1
0,sector 107,0.8,2.0,2.0,new,1204.0,0.0,1.0,2
0,sector 50,2.35,3.0,3.0,old,1900.0,0.0,1.0,0
1,sector 112,7.46,4.0,4.0,new,6350.0,1.0,1.0,1
0,sector 108,2.5,3.0,3.0,new,1480.0,0.0,0.0,2
1,sector 43,2.1,10.0,10.0,new,549.0,1.0,0.0,0
0,sector 113,1.55,2.0,2.0,new,1276.0,0.0,0.0,2
0,sector 70,1.64,3.0,5.0,new,1527.0,1.0,0.0,1
1,sector 25,4.35,5.0,4.0,old,1350.0,1.0,0.0,0
1,sector 81,4.35,4.0,4.0,new,5480.0,1.0,0.0,1
0,sector 79,2.0,3.0,4.0,new,2629.0,1.0,1.0,2
1,sector 63a,3.85,3.0,3.0,new,2771.0,1.0,1.0,2
0,sector 2,0.6,1.0,1.0,old,665.0,0.0,1.0,1
1,sector 5,0.8,2.0,2.0,old,900.0,0.0,0.0,0
0,sector 37c,0.99,3.0,3.0,new,1643.0,1.0,0.0,0
0,sector 90,0.92,3.0,3.0,new,2167.0,0.0,1.0,0
0,sector 60,2.82,3.0,3.0,new,2400.0,1.0,1.0,2
0,sector 99a,0.85,2.0,2.0,new,1133.0,0.0,0.0,0
0,sector 67,1.0,1.0,1.0,new,826.0,0.0,0.0,0
0,sohna road,0.28,2.0,2.0,new,743.0,0.0,0.0,0
1,sector 6,0.75,4.0,4.0,old,480.0,0.0,0.0,0
1,sector 66,12.0,5.0,5.0,new,3240.0,1.0,1.0,1
0,sector 82a,2.95,4.0,5.0,new,2110.0,1.0,2.0,2
0,sector 81,2.12,3.0,3.0,new,1650.0,1.0,2.0,0
0,sector 72,3.5,4.0,5.0,new,2625.0,1.0,0.0,0
0,sector 85,2.7,4.0,4.0,new,3151.0,0.0,0.0,0
0,sector 102,2.5,3.0,3.0,under construction,1653.0,0.0,0.0,2
0,sector 68,1.25,2.0,2.0,new,938.0,0.0,0.0,0
1,sector 56,4.0,4.0,4.0,new,1503.0,0.0,1.0,0
0,sector 67,3.4,3.0,4.0,new,2134.0,1.0,1.0,2
1,sector 109,7.0,4.0,4.0,new,5400.0,0.0,1.0,1
0,sector 2,1.4,3.0,3.0,old,1611.0,0.0,2.0,1
0,sector 102,1.8,3.0,4.0,new,1710.0,1.0,0.0,0
0,sector 111,2.35,3.0,3.0,under construction,1615.0,0.0,0.0,0
0,sector 31,1.2,3.0,2.0,old,1450.0,0.0,2.0,1
0,sector 113,3.05,3.0,4.0,new,2600.0,1.0,0.0,2
0,sector 62,0.9,1.0,1.0,new,639.0,0.0,0.0,0
0,sohna road,0.32,2.0,2.0,new,644.0,0.0,0.0,0
0,sector 86,1.3,3.0,3.0,old,1747.0,1.0,1.0,2
0,sector 91,1.75,4.0,4.0,new,2139.0,1.0,0.0,1
0,sector 88a,1.45,3.0,3.0,new,1993.0,0.0,0.0,0
1,sector 17b,6.95,4.0,4.0,old,3500.0,1.0,0.0,0
0,sector 107,0.8,2.0,2.0,new,1236.0,0.0,1.0,2
0,sector 78,1.2,3.0,3.0,old,2045.0,0.0,2.0,0
0,sector 79,1.1,2.0,2.0,new,1223.0,0.0,1.0,0
0,sector 85,0.9,3.0,3.0,new,1402.0,0.0,0.0,1
0,sector 7,0.36,2.0,2.0,new,700.0,0.0,0.0,0
1,sector 28,9.54,6.0,5.0,new,3240.0,1.0,0.0,2
1,sector 28,11.75,4.0,5.0,new,2844.0,1.0,1.0,1
1,sector 45,7.35,6.0,4.0,old,2475.0,1.0,1.0,1
0,sector 79,1.65,3.0,3.0,new,1815.0,0.0,0.0,0
0,sector 37d,0.8,2.0,2.0,new,1300.0,0.0,0.0,1
0,sector 67,2.8,3.0,3.0,old,2047.0,1.0,2.0,0
0,sector 2,0.56,1.0,1.0,old,723.0,0.0,0.0,1
0,sector 70,1.65,3.0,4.0,new,1923.0,1.0,0.0,1
0,sector 95,0.6,2.0,2.0,new,1250.0,0.0,0.0,0
0,sector 106,1.4,3.0,4.0,under construction,1593.0,1.0,0.0,1
0,sohna road,0.22,1.0,1.0,new,477.809521,0.0,1.0,0
0,sector 110,3.45,4.0,4.0,new,3000.0,0.0,0.0,0
0,sector 84,1.49,3.0,3.0,new,1833.0,1.0,0.0,0
1,sector 11,0.95,5.0,3.0,old,1300.0,0.0,0.0,0
0,sector 61,2.0,3.0,3.0,new,1721.0,0.0,0.0,1
0,sector 65,1.95,3.0,3.0,new,1556.0,0.0,1.0,1
0,sector 95,0.26,1.0,1.0,new,406.0,0.0,0.0,0
1,sector 14,6.5,4.0,4.0,old,3150.0,0.0,0.0,0
1,sector 31,3.5,4.0,3.0,old,1449.0,0.0,1.0,1
0,sector 22,4.78,3.0,4.0,new,2500.0,1.0,2.0,1
0,sector 111,0.36,1.0,1.0,new,450.0,0.0,0.0,0
0,sector 108,2.0,4.0,4.0,new,2500.0,1.0,1.0,2
0,sector 37c,0.9,3.0,3.0,old,1537.0,0.0,1.0,1
0,sector 110,3.4,4.0,5.0,new,3077.0,1.0,0.0,1
0,sohna road,0.3,2.0,2.0,new,650.0,0.0,0.0,1
1,sector 14,3.5,6.0,4.0,old,1935.0,0.0,1.0,0
1,sector 26,19.0,6.0,8.0,old,4500.0,1.0,1.0,1
0,sector 85,1.04,2.0,2.0,new,1550.0,0.0,0.0,1
0,sector 68,1.05,2.0,2.0,new,1200.0,0.0,1.0,1
0,sector 92,0.8,4.0,3.0,new,1719.0,0.0,0.0,0
0,sector 92,1.55,3.0,3.0,new,1792.0,1.0,1.0,1
0,sector 48,5.0,3.0,4.0,old,4778.0,0.0,0.0,1
0,sector 89,1.5,3.0,3.0,under construction,1480.0,0.0,0.0,1
0,sector 2,0.98,2.0,2.0,old,1281.0,0.0,0.0,1
0,sector 74,1.78,2.0,2.0,new,1582.0,0.0,0.0,1
1,sector 46,2.4,4.0,4.0,old,900.0,0.0,1.0,0
0,sector 89,0.8,2.0,3.0,under construction,1502.0,0.0,0.0,1
1,sector 43,7.0,5.0,5.0,new,2700.0,1.0,1.0,0
0,sector 81,2.3,3.0,4.0,new,1825.0,1.0,1.0,1
0,sector 37d,0.55,2.0,2.0,new,610.0,0.0,0.0,1
0,sector 86,1.54,4.0,4.0,old,2139.0,1.0,0.0,1
1,sector 66,15.1,5.0,5.0,new,8067.799999999999,1.0,0.0,1
0,sector 90,1.25,4.0,5.0,new,2330.0,1.0,0.0,2
1,sector 2,2.68,4.0,3.0,old,1557.0,0.0,1.0,1
0,sector 83,0.65,1.0,1.0,new,700.0,0.0,0.0,0
0,sector 43,5.8,4.0,4.0,old,2801.0,0.0,0.0,0
0,sector 113,2.0,3.0,3.0,new,1806.0,0.0,0.0,1
1,sector 43,8.5,5.0,5.0,old,2700.0,1.0,1.0,1
0,sector 6,0.38,2.0,2.0,old,944.0,0.0,0.0,0
0,sector 48,4.3,4.0,5.0,new,3444.0,1.0,0.0,1
0,sector 107,1.4,3.0,4.0,new,2137.0,0.0,0.0,1
1,sector 49,2.75,3.0,3.0,old,1386.0,0.0,1.0,1
0,sector 83,1.3,3.0,3.0,new,2588.0,0.0,0.0,1
0,sector 103,2.4,4.0,6.0,new,2456.0,1.0,0.0,2
0,sector 81,3.0,4.0,5.0,new,2882.0,1.0,1.0,1
0,gwal pahari,5.5,4.0,5.0,new,5249.0,1.0,0.0,2
0,sector 88a,2.1,4.0,4.0,new,1745.0,1.0,0.0,1
0,sector 56,1.55,3.0,3.0,old,1900.0,1.0,1.0,1
0,sector 85,0.72,3.0,3.0,old,1350.0,0.0,0.0,0
0,sector 85,1.3,2.0,2.0,new,1491.0,0.0,0.0,1
0,sector 61,2.41,3.0,3.0,new,1630.0,0.0,0.0,1
0,sector 89,0.9,2.0,2.0,new,1105.0,0.0,0.0,0
1,sector 49,6.75,5.0,4.0,new,4500.0,0.0,0.0,0
1,sector 43,5.5,8.0,7.0,old,2850.0,1.0,1.0,1
0,sector 90,0.5,2.0,2.0,new,650.0,0.0,0.0,0
0,sector 77,1.79,3.0,3.0,new,1600.0,1.0,1.0,0
0,sector 92,0.65,3.0,3.0,old,1571.0,0.0,0.0,0
0,sector 67a,1.8,3.0,3.0,new,1551.0,1.0,1.0,2
0,sector 69,1.8,4.0,4.0,new,1819.0,0.0,1.0,2
0,sector 68,0.8,2.0,2.0,new,1180.0,0.0,1.0,0
0,sector 113,3.25,4.0,4.0,under construction,2553.0,1.0,0.0,1
0,sector 107,0.94,2.0,2.0,old,1236.0,0.0,0.0,1
0,sector 72,3.4,3.0,4.0,old,2185.0,1.0,0.0,0
0,sector 82,0.8,2.0,2.0,new,1383.0,0.0,0.0,0
0,sector 92,0.7,3.0,3.0,new,1572.0,0.0,0.0,0
0,sector 54,1.75,3.0,3.0,old,2100.0,1.0,1.0,1
0,sector 104,1.16,3.0,4.0,new,2018.0,1.0,1.0,1
0,sector 62,7.56,4.0,4.0,new,4200.0,1.0,1.0,1
0,sector 2,0.56,1.0,2.0,old,723.0,0.0,0.0,1
0,sector 102,2.03,3.0,3.0,new,1337.0,0.0,0.0,1
0,sector 109,2.95,4.0,5.0,new,2851.0,1.0,0.0,1
0,sector 109,1.75,3.0,3.0,new,1550.0,0.0,1.0,0
0,sector 88a,0.45,2.0,2.0,new,694.0,0.0,0.0,0
0,sector 111,0.6,2.0,2.0,new,789.0,0.0,0.0,1
0,sector 65,1.9,2.0,2.0,new,1358.0,0.0,0.0,0
0,sector 37d,1.2,3.0,2.0,under construction,1900.0,1.0,0.0,1
1,sector 3,0.9,3.0,1.0,old,1008.0,0.0,0.0,0
0,sector 33,2.2,3.0,3.0,new,1900.0,1.0,1.0,0
0,sector 84,0.92,3.0,3.0,new,1652.0,0.0,0.0,1
0,sector 69,1.7,4.0,4.0,new,1804.0,1.0,0.0,2
0,sector 70,1.75,3.0,5.0,new,1527.0,1.0,0.0,0
0,sector 81,0.9,2.0,2.0,new,1231.0,0.0,0.0,1
0,sector 79,1.1,3.0,3.0,new,1154.0,0.0,0.0,1
0,sector 5,0.26,1.0,1.0,new,648.0,0.0,0.0,0
0,sector 31,1.25,2.0,2.0,old,1200.0,0.0,0.0,0
0,sector 86,1.3,2.0,3.0,new,944.0,0.0,1.0,0
0,sector 102,2.05,3.0,4.0,new,2250.0,1.0,0.0,1
0,sector 111,4.67,4.0,4.0,under construction,3056.0,0.0,0.0,1
0,sector 90,1.54,4.0,4.0,old,2200.0,1.0,1.0,1
0,sohna road,1.1,2.0,2.0,new,1319.0,0.0,1.0,0
0,sector 71,1.32,4.0,4.0,old,1985.0,1.0,0.0,1
0,sohna road,0.79,3.0,2.0,under construction,978.0,0.0,0.0,1
0,sector 89,0.86,2.0,3.0,new,1226.0,1.0,1.0,1
1,sector 105,1.35,5.0,3.0,old,3500.0,0.0,0.0,0
1,sector 109,6.0,4.0,4.0,new,2430.0,1.0,0.0,2
0,sector 92,0.8,3.0,3.0,new,1692.0,0.0,1.0,1
0,sector 84,0.37,2.0,2.0,new,532.0,0.0,0.0,1
0,sector 43,4.2,3.0,4.0,under construction,2125.0,0.0,0.0,0
0,sector 85,1.22,2.0,2.0,new,1300.0,0.0,0.0,1
0,sector 102,0.95,2.0,2.0,new,915.0,0.0,0.0,0
0,sector 33,1.2,2.0,2.0,under construction,1111.0,0.0,0.0,1
1,sector 9,3.5,9.0,9.0,new,2610.0,0.0,0.0,0
0,sector 37c,0.4,2.0,2.0,new,667.0,0.0,0.0,0
1,sohna road road,1.35,5.0,5.0,new,1350.0,0.0,0.0,0
0,sector 81,2.34,3.0,4.0,new,1760.0,1.0,2.0,2
0,sector 49,2.45,3.0,3.0,new,1865.0,0.0,0.0,0
0,sector 67,1.0,3.0,3.0,old,1406.0,0.0,0.0,0
0,sector 106,0.39,1.0,1.0,new,567.0,0.0,0.0,1
0,sector 85,2.0,3.0,4.0,new,2179.0,1.0,0.0,0
0,sector 102,0.97,2.0,2.0,new,742.0,0.0,0.0,2
0,sector 70a,2.6,3.0,2.0,old,2406.0,1.0,0.0,1
0,sector 99a,1.23,3.0,5.0,new,1807.0,1.0,0.0,1
0,sector 113,2.0,3.0,3.0,under construction,1507.0,0.0,0.0,0
0,sector 113,2.45,3.0,3.0,new,1890.0,0.0,0.0,2
1,sector 33,0.85,3.0,2.0,new,900.0,0.0,0.0,0
0,sector 37c,1.05,3.0,3.0,new,1738.0,0.0,1.0,1
0,sector 107,0.28,2.0,2.0,new,543.0,0.0,0.0,0
1,sector 56,7.5,8.0,8.0,new,3240.0,1.0,2.0,0
1,sector 25,9.0,5.0,5.0,old,2700.0,1.0,0.0,1
0,sector 37c,0.66,2.0,2.0,new,1310.0,0.0,0.0,1
0,sohna road,1.07,3.0,3.0,new,1600.0,0.0,0.0,2
0,sector 86,1.65,3.0,4.0,new,1715.0,1.0,0.0,1
1,sector 50,8.45,3.0,3.0,old,3231.0,1.0,1.0,1
0,sector 107,0.8,2.0,2.0,new,1236.0,0.0,0.0,1
0,sector 33,2.15,3.0,3.0,new,1439.0,0.0,0.0,0
0,sector 99,3.2,4.0,4.0,under construction,3225.0,0.0,0.0,0
1,sector 2,1.15,3.0,3.0,old,594.0,0.0,1.0,0
1,sector 13,0.45,1.0,1.0,old,936.0,0.0,0.0,0
1,sector 72,3.09,5.0,5.0,new,3653.0,1.0,1.0,0
0,sector 39,1.75,3.0,4.0,old,2222.0,1.0,2.0,0
0,sector 95,0.45,2.0,2.0,new,571.0,0.0,0.0,0
1,sector 2,2.95,4.0,4.0,old,1845.0,0.0,0.0,0
0,manesar,0.5,2.0,2.0,under construction,1300.0,0.0,0.0,0
0,sector 90,1.55,4.0,4.0,new,2139.0,1.0,0.0,1
0,sector 102,2.0,3.0,3.0,new,1456.0,0.0,0.0,1
0,sector 48,2.7,3.0,3.0,new,2000.0,1.0,1.0,2
1,sector 48,6.4,3.0,4.0,new,2592.0,1.0,1.0,1
0,sector 37c,0.75,2.0,2.0,new,1430.0,0.0,0.0,1
0,sector 33,1.5,2.0,2.0,under construction,1539.0,0.0,0.0,1
0,sector 65,6.15,3.0,4.0,new,3355.0,0.0,0.0,0
0,sector 72,4.1,3.0,3.0,old,2308.0,1.0,0.0,0
1,sector 46,3.6,5.0,5.0,old,1449.0,1.0,1.0,1
0,sector 107,0.36,2.0,2.0,new,598.0,0.0,0.0,0
0,sector 83,1.72,3.0,3.0,new,1600.0,1.0,1.0,2
0,sector 37c,0.9,3.0,3.0,under construction,1500.0,0.0,0.0,1
1,sector 109,9.5,5.0,5.0,new,3600.0,1.0,0.0,1
0,manesar,0.6,3.0,2.0,old,1277.0,0.0,0.0,1
0,sector 72,3.9,4.0,4.0,new,2509.0,1.0,0.0,0
0,sector 104,2.52,4.0,4.0,new,2800.0,1.0,1.0,2
1,sector 3,0.9,3.0,4.0,old,3500.0,0.0,1.0,0
0,sector 48,1.76,3.0,3.0,old,1576.0,1.0,1.0,2
0,sector 81,4.7,4.0,4.0,new,6268.0,1.0,1.0,1
1,sector 63,1.5,3.0,3.0,new,2385.0,0.0,0.0,0
0,sector 84,0.34,2.0,2.0,new,537.0,0.0,1.0,1
0,sector 77,1.0,2.0,2.0,new,1489.0,0.0,0.0,1
0,sector 69,1.9,4.0,4.0,new,1743.0,0.0,0.0,2
0,sector 62,2.45,2.0,2.0,new,1200.0,0.0,2.0,2
0,sector 88a,1.5,3.0,3.0,new,2056.0,0.0,0.0,0
0,sector 103,1.25,3.0,4.0,under construction,2012.0,1.0,0.0,1
0,sector 91,1.75,4.0,3.0,new,2107.0,1.0,0.0,1
0,sector 70,1.8,3.0,3.0,new,1765.0,0.0,1.0,0
0,sector 79,0.71,2.0,2.0,new,1280.0,0.0,0.0,1
1,sector 11,1.2,7.0,3.0,old,300.0,0.0,0.0,0
0,sohna road,0.3,2.0,2.0,new,743.0,0.0,0.0,0
0,sector 86,1.45,3.0,2.0,new,1480.0,0.0,2.0,1
0,sector 104,1.95,3.0,3.0,new,2544.0,1.0,0.0,1
0,sector 77,1.2,3.0,3.0,new,1822.0,0.0,0.0,0
0,sector 99a,0.27,2.0,2.0,new,498.0,0.0,0.0,1
