property_type,sector,price,bedRoom,bathroom,agePossession,built_up_area,servant room,furnishing_type,luxury_category
0,sector 89,1.14,3.0,3.0,under construction,1581.0,0.0,0.0,1
0,sector 51,0.3,1.0,1.0,old,80.0,0.0,0.0,0
1,sector 82,1.4,3.0,3.0,new,1700.0,0.0,0.0,1
1,sector 28,1.39,2.0,2.0,old,1450.0,0.0,0.0,0
0,sector 37c,0.95,3.0,3.0,new,1697.0,0.0,0.0,1
0,sector 56,1.35,3.0,3.0,old,1800.0,0.0,1.0,1
0,sector 107,0.5,3.0,2.0,new,850.0,0.0,0.0,0
1,sector 72,8.5,5.0,6.0,new,6300.0,1.0,1.0,1
1,sector 46,3.55,5.0,4.0,old,1449.0,1.0,1.0,1
0,sector 107,1.21,3.0,3.0,old,1713.0,0.0,1.0,1
0,sector 62,2.1,2.0,2.0,new,1500.0,0.0,1.0,0
0,sector 2,0.2,1.0,1.0,old,556.0,0.0,0.0,0
0,sector 85,1.2,2.0,2.0,new,1484.0,0.0,1.0,2
0,sector 91,1.8,4.0,4.0,old,2604.0,1.0,0.0,1
0,sector 109,1.63,3.0,3.0,new,2303.0,1.0,0.0,2
0,sector 83,1.4,3.0,3.0,new,1582.0,1.0,2.0,1
0,sohna road road,1.5,2.0,2.0,new,1361.0,0.0,0.0,0
0,sector 99,0.92,2.0,2.0,under construction,1235.0,0.0,0.0,1
0,sohna road,0.91,3.0,3.0,new,1599.0,0.0,0.0,2
0,sector 102,1.75,3.0,3.0,new,1465.0,0.0,0.0,0
0,sector 72,3.21,3.0,4.0,new,2140.0,1.0,1.0,2
0,sector 90,0.7,2.0,2.0,new,1224.0,0.0,0.0,1
0,sector 84,2.24,4.0,4.0,new,3165.0,1.0,0.0,0
0,sector 81,0.82,2.0,2.0,new,955.0,0.0,0.0,1
0,sector 79,1.9,3.0,4.0,new,2389.0,1.0,0.0,0
0,sector 71,0.95,2.0,2.0,old,1200.0,0.0,0.0,0
0,sohna road,0.36,2.0,2.0,new,522.0,0.0,0.0,0
0,sector 85,0.69,2.0,2.0,new,1075.0,0.0,0.0,0
0,sector 57,5.5,5.0,6.0,old,5010.0,1.0,1.0,2
1,sector 50,7.45,4.0,4.0,old,4500.0,1.0,1.0,1
0,sector 33,1.35,3.0,2.0,under construction,1484.0,0.0,0.0,0
0,sector 92,0.5,2.0,2.0,old,905.0,0.0,0.0,0
1,sector 43,8.49,3.0,3.0,new,2700.0,1.0,1.0,0
0,sector 95,0.45,2.0,2.0,new,632.0,0.0,1.0,0
0,sector 110,4.0,4.0,4.0,new,3350.0,0.0,0.0,1
0,sector 67a,0.56,2.0,2.0,new,778.0,0.0,0.0,0
0,sector 53,6.02,3.0,3.0,under construction,2892.0,0.0,0.0,1
1,sector 24,10.0,8.0,10.0,old,3915.0,0.0,0.0,0
1,sector 41,7.25,9.0,8.0,old,2475.0,1.0,1.0,1
0,sector 37d,0.75,2.0,2.0,old,1410.0,0.0,0.0,1
1,sector 109,5.7,4.0,5.0,new,5400.0,1.0,0.0,2
0,sector 99a,1.32,3.0,5.0,new,1737.0,1.0,0.0,1
0,sector 91,1.5,3.0,4.0,new,1786.0,1.0,0.0,1
0,sector 4,0.39,2.0,2.0,new,950.0,0.0,0.0,0
0,sector 37c,0.9,3.0,3.0,new,1435.0,0.0,0.0,1
1,sector 38,3.9,6.0,6.0,old,1836.0,1.0,0.0,0
0,sector 106,0.92,2.0,2.0,new,940.0,0.0,0.0,2
1,sector 7,2.0,2.0,2.0,old,1440.0,0.0,0.0,0
0,sector 65,1.95,2.0,2.0,under construction,1141.0,0.0,0.0,0
1,sector 46,4.35,3.0,8.0,new,1836.0,0.0,1.0,0
0,sector 81,0.6,2.0,2.0,under construction,814.0,0.0,0.0,0
0,sector 85,1.2,2.0,2.0,new,1660.0,0.0,0.0,0
0,sector 90,1.25,3.0,3.0,new,1557.0,0.0,0.0,1
0,sohna road,0.4,2.0,2.0,new,900.0,0.0,0.0,0
0,sector 69,1.9,4.0,4.0,new,1819.0,0.0,0.0,0
0,sector 88a,2.65,3.0,3.0,new,1582.0,0.0,0.0,1
0,sector 67,3.5,3.0,4.0,new,2134.0,1.0,1.0,2
0,sector 109,1.8,3.0,3.0,new,2000.0,0.0,0.0,2
1,sector 39,1.6,1.0,1.0,old,892.0,0.0,0.0,0
1,sector 50,12.5,4.0,4.0,new,3060.0,1.0,2.0,2
0,sector 78,1.15,3.0,3.0,old,1969.0,1.0,0.0,0
1,sector 39,0.34,1.0,1.0,new,450.0,0.0,0.0,0
1,sector 105,0.43,3.0,3.0,new,1050.0,0.0,0.0,0
1,sector 7,2.0,2.0,2.0,new,1800.0,0.0,0.0,0
0,sector 70a,2.55,3.0,3.0,new,2000.0,1.0,1.0,2
1,sector 43,5.75,4.0,4.0,under construction,2430.0,1.0,2.0,2
0,sector 56,1.55,3.0,3.0,old,1810.0,1.0,1.0,0
1,sector 4,3.3,3.0,3.0,old,2250.0,0.0,0.0,0
1,sector 37d,1.16,1.0,1.0,new,1535.0,0.0,0.0,0
0,sector 85,1.98,3.0,4.0,new,2399.0,0.0,0.0,2
0,new sector 2,0.28,2.0,1.0,new,1000.0,0.0,0.0,0
0,sector 68,1.78,3.0,3.0,new,1845.0,0.0,1.0,1
0,sector 67,3.05,3.0,3.0,new,2029.0,1.0,1.0,2
0,sector 83,1.8,3.0,4.0,new,1900.0,0.0,0.0,1
1,sector 3 phase 3 extension,0.95,4.0,3.0,old,1070.0,0.0,0.0,0
0,sector 28,2.2,3.0,4.0,old,1956.0,1.0,2.0,0
0,sector 90,1.9,4.0,4.0,new,2512.0,1.0,1.0,2
0,sector 107,1.3,3.0,3.0,new,1547.0,0.0,0.0,1
1,sector 105,0.55,2.0,4.0,old,56.0,0.0,0.0,0
0,sector 103,1.65,3.0,3.0,new,1683.0,0.0,0.0,0
0,sector 90,1.25,3.0,3.0,new,1929.0,1.0,0.0,1
0,sector 90,2.05,4.0,4.0,new,2005.0,0.0,1.0,0
0,sector 74,2.25,3.0,3.0,new,1938.0,1.0,1.0,2
0,sector 66,3.4,4.0,4.0,new,2210.0,1.0,1.0,2
0,sector 74,1.57,2.0,2.0,new,1300.0,0.0,0.0,1
1,sector 25,4.5,5.0,3.0,old,1350.0,0.0,0.0,0
0,sector 89,0.95,2.0,2.0,under construction,804.0,0.0,0.0,1
0,sector 67a,1.9,4.0,4.0,new,1991.0,0.0,1.0,1
0,sector 72,6.5,4.0,4.0,new,3846.0,1.0,0.0,1
0,sector 113,2.35,3.0,4.0,new,1930.0,1.0,0.0,2
1,sector 48,6.4,4.0,4.0,old,2700.0,1.0,1.0,2
1,sector 6,1.25,2.0,5.0,new,120.0,0.0,0.0,0
1,sector 25,15.0,5.0,5.0,old,6400.0,1.0,1.0,1
0,sector 69,1.38,3.0,3.0,new,1709.0,0.0,0.0,2
0,sector 89,1.6,3.0,3.0,new,1774.0,0.0,0.0,1
1,sohna road,0.07,1.0,1.0,new,33.0,0.0,0.0,0
0,sector 68,0.82,2.0,2.0,under construction,1068.0,0.0,0.0,1
0,sector 80,1.1,3.0,3.0,old,1580.0,1.0,0.0,1
1,sector 57,6.0,4.0,5.0,old,2700.0,1.0,1.0,0
0,sector 99a,1.1,2.0,2.0,new,1368.0,0.0,0.0,1
0,sector 109,1.5,3.0,3.0,new,2519.0,1.0,0.0,0
0,sector 92,0.95,4.0,3.0,new,1765.0,0.0,0.0,0
1,sector 76,1.75,4.0,4.0,new,3111.0,0.0,0.0,0
0,sector 67,2.9,3.0,3.0,new,2047.0,0.0,1.0,0
0,sector 104,0.2,1.0,1.0,new,301.0,0.0,0.0,1
0,sector 95,0.45,2.0,2.0,new,695.0,0.0,0.0,0
0,dwarka expressway,1.3,3.0,3.0,under construction,1267.0,0.0,0.0,0
0,sector 6,0.48,3.0,2.0,old,111.0,0.0,0.0,1
0,sector 92,0.95,4.0,5.0,old,1717.0,1.0,0.0,0
0,sector 102,1.54,3.0,3.0,new,1315.0,1.0,0.0,1
0,sector 103,0.5,2.0,2.0,new,750.0,0.0,0.0,0
0,sector 37c,0.42,2.0,2.0,new,833.0,0.0,0.0,0
1,sector 25,4.45,4.0,3.0,old,1350.0,0.0,0.0,1
1,sector 50,10.3,5.0,6.0,old,3240.0,1.0,1.0,2
0,sector 28,7.0,4.0,3.0,old,2488.0,1.0,0.0,0
1,sector 48,7.35,4.0,5.0,old,3222.0,1.0,1.0,1
0,sector 95,0.4,3.0,2.0,new,761.0,0.0,0.0,0
0,sector 112,2.8,2.0,3.0,new,2441.0,1.0,0.0,1
0,sector 110,1.8,3.0,3.0,new,1850.0,1.0,1.0,1
0,sector 48,3.45,3.0,3.0,old,1869.0,0.0,0.0,0
0,sector 14,2.75,4.0,5.0,old,2200.0,1.0,2.0,1
0,sector 79,1.34,3.0,3.0,new,1423.0,0.0,0.0,2
0,sector 69,3.1,4.0,6.0,new,2817.0,1.0,0.0,2
0,sector 28,1.24,2.0,2.0,old,1050.0,0.0,1.0,2
0,sector 66,3.98,3.0,4.0,old,2200.0,1.0,1.0,1
0,sector 76,0.55,2.0,2.0,under construction,823.0,0.0,0.0,0
0,sector 103,1.33,3.0,3.0,new,1671.0,0.0,0.0,2
0,sector 82,0.94,2.0,2.0,new,1299.0,0.0,1.0,1
1,sector 23,5.0,4.0,4.0,old,3078.0,0.0,0.0,0
1,sector 26,18.25,7.0,9.0,new,11111.0,1.0,1.0,1
0,sector 112,3.65,3.0,4.0,new,2225.56,1.0,1.0,2
1,sector 48,5.75,4.0,4.0,old,2592.0,1.0,0.0,0
1,sector 3,0.8,2.0,4.0,old,981.0,0.0,0.0,0
0,sector 104,0.49,3.0,2.0,under construction,695.0,0.0,0.0,1
1,sector 3 phase 3 extension,1.0,1.0,1.0,old,1500.0,0.0,0.0,0
0,sector 43,2.0,3.0,3.0,old,1273.0,0.0,0.0,1
0,sector 69,1.4,3.0,3.0,new,1428.0,0.0,0.0,1
0,sector 74,2.7,3.0,3.0,new,2018.0,0.0,0.0,1
0,sector 22,4.8,4.0,6.0,new,2778.0,1.0,2.0,0
1,sector 49,2.8,3.0,3.0,old,1800.0,0.0,0.0,1
1,sector 17,3.5,2.0,6.0,old,1440.0,0.0,0.0,0
0,sector 85,1.05,2.0,2.0,under construction,97.0,0.0,0.0,0
0,sector 83,1.4,3.0,3.0,new,1570.0,0.0,1.0,1
0,sector 83,1.12,3.0,3.0,old,1500.0,0.0,1.0,1
0,sector 79,1.3,2.0,2.0,new,1330.0,0.0,1.0,1
0,gwal pahari,1.5,4.0,4.0,old,2013.0,1.0,0.0,1
0,sector 104,1.3,3.0,2.0,new,1303.0,0.0,1.0,0
0,sector 102,1.82,3.0,4.0,new,1757.0,1.0,0.0,1
1,sohna road,0.85,3.0,2.0,under construction,1120.0,0.0,0.0,0
0,sector 79,2.03,3.0,4.0,new,2031.0,1.0,0.0,1
0,sohna road,0.25,2.0,2.0,new,587.0,0.0,0.0,0
0,gwal pahari,1.45,3.0,3.0,under construction,1430.0,0.0,0.0,0
0,sector 70,1.55,3.0,3.0,new,1527.0,1.0,0.0,0
0,sector 65,4.6,3.0,3.0,new,1717.0,1.0,0.0,1
0,sector 90,1.65,4.0,4.0,old,2139.0,1.0,1.0,1
0,sector 82,0.99,3.0,4.0,new,1620.0,1.0,0.0,1
0,sector 66,1.45,2.0,2.0,new,1082.0,0.0,0.0,1
1,sector 12,2.75,6.0,6.0,old,2228.0,0.0,0.0,0
0,sector 74,1.47,2.0,2.0,new,1281.0,0.0,1.0,0
0,sector 69,2.6,4.0,4.0,old,2172.0,1.0,0.0,0
0,sector 67a,1.6,3.0,3.0,new,1346.0,0.0,1.0,1
0,sector 22,4.1,3.0,3.0,new,2069.0,0.0,2.0,1
0,sector 50,6.0,4.0,3.0,old,3982.0,1.0,0.0,0
1,sector 109,6.75,4.0,4.0,new,6228.0,1.0,0.0,1
0,sector 69,1.46,3.0,3.0,new,1428.0,0.0,1.0,2
0,sector 52,5.0,5.0,5.0,old,5200.0,0.0,0.0,0
0,sector 37c,0.95,2.0,2.0,new,1179.0,0.0,1.0,1
1,sector 23,5.5,9.0,9.0,old,4200.0,1.0,1.0,0
0,gwal pahari,5.9,4.0,4.0,old,5350.0,0.0,0.0,1
0,sector 69,1.43,3.0,3.0,new,1428.0,0.0,0.0,1
0,sector 61,1.6,2.0,2.0,new,1278.0,0.0,0.0,1
0,sector 68,1.15,2.0,2.0,new,1127.0,0.0,0.0,0
0,sector 69,1.37,3.0,3.0,new,1392.0,0.0,0.0,1
1,sector 12,0.38,3.0,3.0,new,900.0,0.0,0.0,0
0,sector 65,2.85,4.0,4.0,new,1975.0,1.0,0.0,0
0,dwarka expressway,1.6,3.0,3.0,new,1529.0,0.0,0.0,0
0,sector 71,0.55,2.0,2.0,new,600.0,0.0,1.0,0
0,sector 56,1.55,3.0,3.0,old,1800.0,1.0,0.0,2
0,sector 22,4.63,3.0,5.0,new,2796.0,1.0,0.0,1
0,sohna road,0.35,2.0,2.0,new,699.0,0.0,0.0,1
0,sector 110,0.22,2.0,1.0,new,543.0,0.0,0.0,0
0,sector 65,2.79,3.0,3.0,new,1969.0,0.0,0.0,0
0,sector 109,1.75,3.0,4.0,new,1946.0,1.0,0.0,1
0,sector 89,1.25,3.0,3.0,new,1581.0,0.0,0.0,0
0,sector 113,3.72,5.0,4.0,new,2956.0,0.0,2.0,0
0,sector 69,1.3,3.0,3.0,new,1419.0,0.0,0.0,1
0,sector 37d,1.02,3.0,2.0,under construction,1538.0,0.0,0.0,0
0,sector 85,2.09,4.0,4.0,new,2600.0,1.0,0.0,0
0,sector 102,1.2,2.0,2.0,new,1073.0,0.0,0.0,0
0,sector 102,2.12,3.0,3.0,new,1852.0,0.0,0.0,1
1,sector 23,2.8,5.0,5.0,old,1557.0,0.0,1.0,1
0,sector 3 phase 3 extension,0.25,2.0,2.0,new,778.0,0.0,0.0,0
0,sector 81,0.5,2.0,2.0,new,704.0,0.0,2.0,1
0,sector 84,0.54,2.0,2.0,new,1086.0,0.0,0.0,1
0,sector 37d,1.8,4.0,3.0,new,1983.0,0.0,1.0,1
1,sector 24,1.45,3.0,3.0,old,540.0,0.0,0.0,0
0,sector 92,0.95,4.0,3.0,old,1770.0,0.0,0.0,1
0,sector 70,1.0,3.0,2.0,old,1078.0,0.0,0.0,1
1,sector 109,10.0,4.0,5.0,new,3600.0,1.0,1.0,0
0,sector 95,0.56,2.0,2.0,new,896.0,0.0,0.0,0
0,sector 113,3.21,3.0,3.0,new,2281.0,0.0,0.0,0
0,sector 95,0.35,2.0,2.0,new,637.0,0.0,0.0,0
0,sector 84,0.3,1.0,1.0,new,500.0,0.0,1.0,0
0,sector 89,1.16,3.0,2.0,new,998.0,0.0,0.0,0
0,sector 78,1.2,1.0,2.0,under construction,823.0,0.0,0.0,0
0,sector 109,1.45,3.0,4.0,new,1797.0,1.0,0.0,1
0,sector 69,2.0,4.0,4.0,new,1819.0,0.0,0.0,1
0,sector 63a,2.2,2.0,3.0,under construction,997.0,0.0,0.0,1
0,sector 72,3.85,4.0,5.0,new,2629.0,1.0,1.0,2
0,sector 37d,1.55,4.0,3.0,new,2100.0,0.0,1.0,1
0,sector 81,0.96,2.0,2.0,under construction,1194.0,0.0,0.0,0
0,sector 77,1.25,3.0,4.0,new,1310.0,1.0,0.0,0
0,sector 81,2.45,3.0,3.0,new,1800.0,1.0,1.0,2
1,sector 28,6.0,4.0,4.0,old,2700.0,0.0,1.0,1
0,sector 30,1.45,3.0,2.0,old,1300.0,0.0,2.0,1
0,sector 109,1.3,3.0,2.0,old,1701.0,0.0,0.0,1
0,sector 102,0.48,2.0,2.0,new,582.0,0.0,0.0,2
0,sector 85,0.93,3.0,3.0,new,1587.0,0.0,0.0,0
0,manesar,1.25,4.0,4.0,old,2946.0,0.0,1.0,0
0,sector 102,1.45,3.0,3.0,new,1315.0,1.0,0.0,2
0,sector 71,0.6,2.0,2.0,new,557.0,0.0,0.0,1
1,sector 40,5.0,9.0,9.0,old,2367.0,1.0,1.0,1
0,sector 111,3.9,4.0,5.0,new,2996.0,1.0,2.0,2
0,sector 104,1.83,3.0,4.0,new,2000.0,1.0,0.0,2
0,sector 110,3.45,4.0,4.0,old,3077.0,1.0,1.0,1
0,sector 56,1.54,3.0,4.0,old,1900.0,1.0,1.0,1
0,sector 49,3.0,4.0,4.0,old,2200.0,1.0,1.0,1
0,sector 67,2.95,3.0,3.0,old,2236.0,1.0,1.0,2
0,sector 33,2.0,3.0,3.0,new,1619.0,0.0,0.0,0
0,sector 99,0.72,2.0,2.0,new,784.0,0.0,0.0,0
0,sector 102,1.3,3.0,3.0,new,1315.0,1.0,1.0,1
0,sector 37c,0.99,3.0,5.0,new,1400.0,1.0,0.0,0
0,sector 102,1.4,3.0,3.0,new,1315.0,1.0,0.0,1
1,sector 23,5.1,3.0,2.0,old,3078.0,0.0,0.0,0
0,sector 48,2.0,3.0,3.0,new,1923.0,1.0,0.0,1
0,sector 104,1.35,3.0,2.0,new,1094.0,0.0,0.0,0
0,sector 86,0.5,2.0,2.0,new,578.0,0.0,0.0,0
1,sector 25,6.5,5.0,5.0,old,1800.0,1.0,1.0,1
0,sector 85,1.24,2.0,2.0,new,1730.0,0.0,0.0,0
0,sector 57,1.12,2.0,2.0,old,950.0,0.0,0.0,1
0,sector 85,1.31,2.0,2.0,new,1822.0,1.0,0.0,1
1,sector 55,3.1,5.0,4.0,old,1548.0,1.0,1.0,1
0,sector 69,1.2,2.0,3.0,new,1100.0,0.0,0.0,1
0,sector 83,0.75,2.0,2.0,new,1150.0,0.0,1.0,1
0,sector 92,1.68,3.0,4.0,new,1804.0,1.0,1.0,2
0,sector 108,1.36,3.0,2.0,new,1343.0,1.0,1.0,1
1,sector 40,2.15,3.0,3.0,old,900.0,0.0,0.0,0
0,sector 70,1.62,3.0,3.0,new,1527.0,1.0,0.0,1
0,dwarka expressway,1.65,3.0,4.0,under construction,3094.0,0.0,0.0,0
0,sector 81,2.35,3.0,4.0,new,2511.0,1.0,0.0,1
0,sector 37c,1.05,3.0,3.0,new,1500.0,0.0,1.0,0
0,sector 49,1.79,3.0,3.0,old,1556.0,1.0,0.0,0
0,sector 106,1.42,4.0,6.0,new,2131.0,1.0,0.0,1
0,sector 65,7.0,3.0,3.0,old,4278.0,0.0,0.0,1
0,sector 43,5.25,4.0,4.0,old,2570.0,1.0,0.0,1
0,sector 37d,1.2,3.0,3.0,new,1000.0,0.0,0.0,1
1,sector 49,6.75,4.0,4.0,new,2088.0,1.0,1.0,0
0,sector 84,0.69,2.0,2.0,new,1222.0,0.0,0.0,1
0,sector 108,0.7,2.0,2.0,new,1505.0,0.0,0.0,0
0,sohna road,0.32,2.0,2.0,new,616.0,0.0,1.0,0
0,sector 95,0.4,2.0,2.0,new,571.0,0.0,0.0,0
0,sector 83,1.08,3.0,3.0,new,1570.0,0.0,0.0,0
1,sector 52,8.0,6.0,5.0,old,3132.0,0.0,0.0,0
0,sohna road,0.99,2.0,2.0,under construction,1045.0,0.0,0.0,0
0,sector 67a,1.62,3.0,3.0,new,1346.0,0.0,1.0,1
0,sector 82,1.75,4.0,5.0,new,2535.0,0.0,0.0,1
0,sector 90,1.65,4.0,4.0,old,2468.0,0.0,0.0,1
0,sector 90,1.79,4.0,3.0,old,2461.0,0.0,0.0,1
1,sector 50,12.5,6.0,5.0,old,3078.0,1.0,1.0,0
0,sector 86,1.5,3.0,3.0,new,1550.0,0.0,0.0,2
0,sector 70a,2.4,3.0,3.0,new,1946.0,1.0,0.0,1
0,sector 80,0.85,1.0,1.0,new,761.0,0.0,0.0,1
0,sector 90,1.23,3.0,3.0,new,1578.0,0.0,0.0,0
0,manesar,0.9,3.0,3.0,old,1900.0,1.0,0.0,0
0,sector 43,6.5,4.0,4.0,old,2712.0,1.0,0.0,0
1,sector 46,2.2,3.0,3.0,old,909.0,0.0,1.0,1
1,sector 6,0.85,2.0,2.0,old,1222.0,0.0,0.0,0
0,sector 12,0.53,3.0,3.0,new,995.0,0.0,1.0,0
0,sector 112,5.6,4.0,6.0,new,3655.35,1.0,1.0,2
0,sector 95,0.17,1.0,1.0,new,3569.0,0.0,0.0,1
0,sector 3,0.5,2.0,2.0,old,722.0,0.0,1.0,0
1,sector 17,2.98,2.0,6.0,new,1449.0,0.0,0.0,1
0,sector 59,5.8,3.0,4.0,new,3361.0,1.0,1.0,0
0,sector 79,2.55,4.0,5.0,new,2675.0,1.0,0.0,0
0,sector 65,2.5,3.0,3.0,new,1493.0,1.0,0.0,0
0,sector 69,0.6,2.0,1.0,new,667.0,0.0,0.0,0
0,sector 88a,1.15,2.0,2.0,new,1380.0,0.0,0.0,2
0,sector 99a,1.16,3.0,3.0,new,1790.0,1.0,0.0,0
0,sector 61,2.2,3.0,3.0,under construction,1778.0,0.0,0.0,0
0,sector 99a,1.4,3.0,5.0,new,1807.0,0.0,0.0,0
0,sector 90,1.25,3.0,4.0,old,1608.0,1.0,2.0,0
0,sector 85,2.0,3.0,4.0,new,2300.0,1.0,0.0,0
1,sector 26,4.6,4.0,4.0,old,3771.0,0.0,0.0,0
0,sohna road,0.95,2.0,2.0,under construction,1050.0,0.0,0.0,1
0,sector 67,4.75,4.0,4.0,new,3200.0,1.0,1.0,2
1,sohna road,1.55,2.0,3.0,new,1053.0,0.0,1.0,0
0,sector 79,1.2,3.0,3.0,new,1154.0,0.0,1.0,1
0,sector 90,1.0,3.0,4.0,new,1765.0,1.0,0.0,1
1,sector 4,3.2,3.0,3.0,old,2250.0,0.0,0.0,0
0,manesar,0.85,3.0,3.0,old,2556.0,0.0,0.0,0
0,sector 85,1.91,4.0,6.0,new,3890.0,1.0,0.0,2
0,sector 61,3.6,4.0,4.0,old,2580.0,1.0,1.0,1
0,sector 81,2.35,3.0,3.0,new,1550.0,1.0,2.0,0
1,sector 56,3.25,5.0,6.0,new,1512.0,0.0,1.0,0
1,sector 57,9.25,5.0,5.0,new,5580.0,1.0,1.0,2
1,sector 11,4.0,5.0,4.0,old,2025.0,0.0,0.0,0
1,sector 13,0.9,2.0,4.0,old,785.0,1.0,0.0,0
0,sector 106,1.1,3.0,4.0,new,1186.0,1.0,1.0,2
0,sector 53,6.0,3.0,4.0,old,2217.0,1.0,1.0,0
1,sector 50,5.88,3.0,9.0,new,2160.0,1.0,2.0,1
0,sector 83,1.1,3.0,3.0,new,1588.0,0.0,1.0,2
1,sector 8,0.82,2.0,4.0,old,891.0,0.0,0.0,0
0,sector 48,15.0,5.0,6.0,new,7444.0,1.0,2.0,0
0,sector 90,1.15,3.0,3.0,new,1645.0,0.0,1.0,1
1,sector 11,2.2,4.0,3.0,old,1800.0,0.0,0.0,0
1,sector 50,7.42,4.0,4.0,old,3200.0,0.0,1.0,1
0,sector 102,1.05,2.0,2.0,under construction,1017.0,0.0,0.0,0
0,sector 66,1.51,2.0,2.0,new,1188.0,0.0,1.0,1
0,sector 54,1.69,3.0,3.0,old,1991.0,1.0,1.0,1
0,sector 99a,1.56,3.0,5.0,new,1807.0,1.0,0.0,0
0,sector 103,2.14,4.0,6.0,new,2718.0,1.0,0.0,1
0,sector 104,0.2,1.0,2.0,new,334.0,0.0,0.0,1
0,sector 49,4.52,5.0,5.0,old,3724.0,1.0,0.0,0
1,sector 48,19.5,5.0,6.0,old,8775.0,1.0,1.0,1
0,sector 59,3.78,3.0,3.0,under construction,2550.0,0.0,0.0,0
0,sector 84,1.1,3.0,3.0,old,1710.0,0.0,1.0,1
0,sector 79,1.85,3.0,3.0,new,1650.0,1.0,0.0,1
0,sector 37c,0.35,2.0,2.0,new,850.0,0.0,1.0,2
0,sector 92,0.66,3.0,2.0,new,1473.0,0.0,2.0,0
1,sector 112,7.99,4.0,6.0,new,6382.0,1.0,1.0,1
1,sector 33,8.0,4.0,4.0,old,7000.0,1.0,0.0,1
1,sector 57,7.25,9.0,9.0,new,2700.0,1.0,1.0,0
0,sector 36,1.0,3.0,2.0,new,1122.0,0.0,0.0,1
0,sector 84,0.84,3.0,3.0,new,1561.0,0.0,0.0,1
0,sector 107,1.35,3.0,4.0,new,1950.0,1.0,1.0,1
0,sector 62,2.15,2.0,2.0,under construction,1676.0,0.0,0.0,1
0,sector 79,1.15,3.0,3.0,under construction,1200.0,0.0,0.0,1
0,sector 59,6.75,4.0,4.0,new,2567.0,1.0,0.0,0
0,sector 79,1.7,3.0,4.0,new,1659.0,1.0,0.0,1
0,sector 50,1.4,3.0,3.0,new,1245.0,0.0,1.0,1
0,sector 70,1.65,3.0,4.0,new,1765.0,1.0,0.0,1
1,sector 26,5.8,5.0,5.0,old,1800.0,1.0,0.0,1
0,sector 71,1.0,1.0,1.0,old,869.0,0.0,0.0,1
0,sohna road,0.75,3.0,2.0,new,1201.0,0.0,0.0,1
0,sector 70a,1.69,3.0,3.0,new,1900.0,1.0,0.0,2
0,sector 65,2.0,2.0,2.0,new,1186.0,0.0,1.0,2
0,dwarka expressway,1.2,3.0,3.0,under construction,1940.0,1.0,0.0,0
0,sector 102,1.9,3.0,3.0,new,2500.0,1.0,0.0,2
1,sector 50,3.99,4.0,5.0,new,4500.0,1.0,1.0,1
1,sector 70a,4.02,4.0,4.0,new,5500.0,1.0,0.0,1
1,sector 50,6.95,3.0,3.0,old,2160.0,1.0,0.0,2
0,sector 92,0.5,2.0,2.0,new,1000.0,0.0,0.0,0
0,sector 70,2.0,4.0,5.0,old,2114.0,1.0,1.0,1
0,sector 79,1.35,3.0,3.0,new,2161.0,0.0,0.0,0
1,sector 11,2.1,2.0,6.0,new,1215.0,0.0,0.0,0
0,sector 67a,0.6,2.0,2.0,new,633.0,0.0,0.0,0
0,sector 95,0.46,2.0,2.0,new,990.0,0.0,0.0,0
0,sector 2,0.8,3.0,2.0,old,1440.0,0.0,0.0,0
0,sector 50,2.35,3.0,3.0,old,1950.0,0.0,1.0,2
0,sector 69,0.91,3.0,2.0,old,1473.0,0.0,0.0,0
0,sector 90,0.9,3.0,4.0,new,1765.0,1.0,0.0,2
0,sector 109,1.4,3.0,3.0,new,1466.0,0.0,0.0,1
1,sector 17a,1.52,2.0,2.0,old,105.0,0.0,0.0,0
0,sector 4,0.42,2.0,2.0,new,833.0,0.0,1.0,0
1,sector 17,3.0,4.0,4.0,old,3000.0,0.0,0.0,0
0,sector 83,0.8,2.0,2.0,old,1195.0,0.0,0.0,0
0,sector 36,0.82,3.0,2.0,new,850.0,0.0,0.0,0
0,sector 70a,1.68,3.0,3.0,new,1900.0,1.0,0.0,1
0,sector 81,2.35,3.0,4.0,new,1558.0,1.0,0.0,1
1,sector 38,3.5,3.0,3.0,new,1440.0,0.0,0.0,0
0,sohna road,0.73,2.0,2.0,new,1148.0,0.0,0.0,1
0,sector 84,0.94,3.0,2.0,new,1222.0,0.0,1.0,1
0,sector 43,2.0,3.0,3.0,old,1467.0,1.0,2.0,0
0,sector 108,1.25,3.0,3.0,new,1500.0,1.0,0.0,2
0,sector 37d,0.55,2.0,2.0,new,543.0,0.0,0.0,1
0,sector 109,1.72,3.0,4.0,new,1797.0,1.0,0.0,2
0,sector 79,1.12,2.0,2.0,new,1325.0,0.0,0.0,0
0,sector 106,1.17,3.0,4.0,new,1186.0,1.0,0.0,0
0,sector 22,1.65,2.0,2.0,new,1200.0,0.0,2.0,1
0,sector 109,2.3,3.0,4.0,new,2339.0,1.0,0.0,1
0,sector 79,1.0,2.0,2.0,new,1300.0,0.0,0.0,0
0,sector 83,1.55,3.0,3.0,new,1400.0,1.0,1.0,2
0,sector 92,0.78,2.0,2.0,under construction,846.0,0.0,0.0,0
0,sector 28,6.2,3.0,4.0,new,2000.0,1.0,1.0,2
0,sector 2,0.6,1.0,1.0,old,665.0,0.0,1.0,1
